tag,comments
Misogyny,Malini pls ne pera mathiko thev***ya nu... 12:53 hey naye unaku avlo akkara iruntha Anadha Aasaramam vechi kolandhaingala pathukoyan athu unala mudiyuma illala.. unaku sex venun athuku ipdilan pesitu iruka un amma appa una mari ipdi nenachithangana iniki ne irunthurkavemata...    7:20 hey theru poriki naye serupala adipan church la irukavanga kuda una compare panana ne oru thevidiya avanga kadavulukaga kudumba life ah vitu kuduthavanga but ne sex kaga alayira theru nayi.. Yes animals homosexual than neyun nay than athan homosexual ah iruka....pls sis doctor kita poi counseling treatment eduthuko illana sekrama mental aaiduva... Sry una sis sola kuda aruverupa iruku.... Appa amma family traditional ithalan soli kuduthu intha naye valathu iruntha ithu olunga irunthurkin ithu ithu vara ethana per kuda poiruko athan public la ipdi pesthu....
Misandry,Pooda onnala Tamil desiyam me nasamapogapothu
Counter-speech,Bjp supporting brahmins .christian nadar mela attack pannuranga.பொருளாதாரத்தை lock panranga.kannyakumari la.yeppavum why?
None-of-the-above,innocent Raj  iam also vellore
Counter-speech,cassia 42  kuduma prachanya edukku media la sollanum dayavu senju soldren support pannadinga Naa amma appa kastattha purinjukkitavala thittala sorry sister
None-of-the-above,Ninga azhga irukinga aunty azhga pesringa
None-of-the-above,by an sappina  neenga  yanna  seivenga bro
None-of-the-above,Bro 2nd part epo poduvinga
Misogyny,Seethanam ketkum pengalai ethirpom ..
Misandry,Vanthreai naiea......pelipukaga vanthga.naiyea......tamil...pasa kuda unku thgutheilla da.....; Over pasra.la...ne .bhramin thna sanakrit pasetu thirida tamil pasatha da
None-of-the-above,Oru manithana avan viruppam illaama paakkuratae abuse taan semma malini
Misandry,thevadiya payale unna evan da medayila pesa vachan
None-of-the-above,Single tea machi ku intha channel okay
Misandry,Dai goommma gotha thavidiya paiya vaiyala vachi oothu viduvan moonjum mogaraium thuuuu
Counter-speech,Sari amma appa soththu vachchirunthaa athula pangu kekkuringa appa appa amma kadan vachchirunthaa atha pangu poddu adaippingalaa?
Misandry,gpbro  unna umba vitorathuku ready ayttenda vada thevidiya punda magane
None-of-the-above,Public LA nallavana nadikara parathesi kopinath
None-of-the-above,Amma...  Thayaaa Unga vtula erukura situation ah mathire than....  Ellam MA....  Nadakum k va....  Ethula eruthu ena puriuthuna.... Ponnugala Nalla valathurukaganu I my 👉
None-of-the-above,Mani Shankar Iyer  really nambra maari ye illa.... But padam vera level feel
None-of-the-above,I love all thirunagai Ammaku 🙏😭🙏😭🙏
None-of-the-above,Unga prank a paathu yepavumey siripom aana mothal dhadavaya emotional aagi iruken😢romba nalla irunthuthu intha video
None-of-the-above,Dravidargal ottrumaiyai erukom bothu tamilazar kalai nammum ottrumaiyai eruka vendom enbathu than sari.
None-of-the-above,Oru murai en vedio paarunga aadaravu thaarungal plz nanbargale 🙏 plz
None-of-the-above,Thirumalai Kumar  yes bro moon theriyala aana na inaiku tha kavanuchen
None-of-the-above,Johnson Solomon E  po poi Christian prayer video la poi we r tamilans nu comment pannu
Xenophobia,Ada naasama pora edupatta payalugala...engala usuroda podhaka indha cheena kaaran vandhirukan pola
Transphobic,9 kuda arasiyal da saami mudila
None-of-the-above,7 am arivu part.2 aramuchutanga pola
None-of-the-above,intreview adukura amma an nee moonja kattamatraaaaaa?
None-of-the-above,Part 2 Epoo Anna podvinge🤯
Transphobic,Ithungala serupala adichi jaila talAnum 9 potaigalA
None-of-the-above,Samma  talayva  supper
Counter-speech,Ji itha nama keta nama pengaluku theiraali.. samuka veerothi nu solluvanga.. enga yaravathu.. 25 aairam sambarika maplaiku ponnu keedaikuthanu solla sollunga bro
None-of-the-above,Bro ennoda number send panniten bro
None-of-the-above,Bro inda madri feels ella boys ku irukuma pls reply 🙏
None-of-the-above,Yarum unamaiya ellaiye...bro Thevakkaga tha erukkanga... ...😣
None-of-the-above,Ithula sari thavaru nu ethuvum ila ; ; Elame pudikutha ilaya nu thaan paakanum
None-of-the-above,I am Gay my ❤❤❤❤ammu 
None-of-the-above,Entha manasu da... Emathuratha... Unga ellathaiyum... Irukkattom da unga ellathukum irukku
Misandry,கால்நடை காவலன்  ; Un  Amma kitta irukanu  poi thiranthu paru
None-of-the-above,Please Anna pari Anna please nostradamus prediction unmaiya eilla poi ya adai Patri sollungha Anna please
Homophobia,karamum ena kandraviyo athellam indiala mukkiyama Tamil nadula Ban paniranum
None-of-the-above,Thirumalai Kumar  eppo irunthu itha kavanikiriga bro
None-of-the-above,Ithu pandra nala paliyal palathkaram ella Kami agum....so it's correct
None-of-the-above,Single tea machi madari countine pandringa kalakunga
None-of-the-above,Moolaivalimai team la....oru good person.....?????.....
Hope-Speech,Ennala veetla solla mudiyala . veliye yarukittayum share panna mudiyala rompo kashdama irukku. Ennaikkavathu oru naal ennoda life marumunu nambikkaila than irukken
Xenophobia,Chappe mukku karanga yedho oru planning lenirukanga polo
Counter-speech,தமிழர் - Belongs to Tamil stock  paarisaalan videos fulla paarunga...neenga solradhe avare othukala....
None-of-the-above,Bro 786 numbers a pati passunga
None-of-the-above,FASISA BJP yum  adan adimai edapadi adchiyum oliga. Sofia is deivam.
None-of-the-above,Keerthana Jayavel q na ena
None-of-the-above,Next video part 2eipo varum
None-of-the-above,Rashiga Kaliraj  dowry matter a vidava idhu pazhasu??
None-of-the-above,JANANI RANJINI nee pathiya Sravani deivamnu
Counter-speech,Iswarya M  ellorume apdi illai brother oru silar epdi panrathunalatha ellorukum asingam
Counter-speech,Saravanan R  marumaga sonna maganuku enga pochu bhudhi.
None-of-the-above,Muthal Tamil sangam enga nadathathu
None-of-the-above,Karthikeyan R  ur watsapp number
Xenophobia,Brahminanukku brahminan thaan edhiri ? Indha anand srinivasanakku thaan ennamo periya jeniuusnu ninaipu.
Xenophobia,Yena oru masama treatment ah kudukkarangala.... Iyoooo.... Apo pochi....  China parathesi
Xenophobia,Virus uruvaki  other countries  ku anupuvade evargal velai
Homophobia,Kadhayalla Nijam  dey ne gay thana perumai ya soluveengale aprm en da bayapadra othuko ne gay thanu
None-of-the-above,kumar kumar s iruku sir but athu thappu
None-of-the-above,ok dude i ill try
None-of-the-above,Anna Mermaid iruka ilaya atha pathi Solungha
None-of-the-above,Enku purila yen ipd thirunangai kal kuda interview pannubothu yarum anchor irukka matinguringa avaangalum pengal dhn ; Azhaga irukinga sennila akka
None-of-the-above,Tharma Seelan  l log d
Counter-speech,Nama mathavunga vishayathula nalla judge ah erukurom ...aana nammaloda vishayathula lawyer ah erukurom..👍; Live and let live!
Transphobic,Unmaiya kaasu koduka koduka solli people rompa kasdam padutharaku
None-of-the-above,Enakkum intha maari bus la oru time nadanthu irukku
None-of-the-above,dai gopi naayeaaa panni yeruma maadu loosupaiyaneaa
None-of-the-above,jobs pathi pesunga  fake consuldancy emanthuruga bro yarum emarakudathu bro enna mari .. pls  pesunga
Hope-Speech,Thirunangai akka really good chellam thambi solluradu evalavu azhaga iruku evalavu porumai kuda .vazthuthukkal akka nenga ellaruma happya irukuanum 7.45 sec kangal kalangiyadu thirunangai pola yarum nallavarkal  ila avanga than ellar kum mela
Misandry,HIV VIRUS RAJA ADMIN NEPALI DOG; ENTHA TEVADIYA MAGAN HINDI KARAN GUJARATI CRIMINAL BJP MODI PADIKADA MUTAL POOLAI SPAPUVAN HIV RAJA VIRUS NEPALI
Homophobia,unna maari oruthan porakardhuku porakamaye irukalaam...nee yaara iyarkai edhunu solraku...unna maari arivu ketta mundangal aala dan indha naatil vanmurai jaasthiya iruku..unaku onnu purila na mooditu po.. who the fuck are you to decide anything for an other human??
None-of-the-above,Super bro antha akkaku romba nalla manasu...🥺🥺👍👍
None-of-the-above,ale ongaluku vera veliye elliyapa
None-of-the-above,Bro sema sema part 2 epo poduvinga waiting 2 c...But avangata prank nu sollidadhinga pls..; Tirunangaigal sema la evlo pasama pesuraaga
None-of-the-above,Super bro neenga gay va?
None-of-the-above,Halloween prank pannunga bro 😁❤️💯🙏
None-of-the-above,Very sensible and open talk.
Misandry,Dmk sombu naayeee. Dei admin.... Baadu
None-of-the-above,Vishwa Hanu lemon theyka vendiyathu nan illa nenga... avanga avanga urimaiya solla avangaluku urimaiya iruku.. so yarum yaraiyum thitta kuda urimai illa...
Misandry,Echa raja oru thevudiya paiyan endha thevudiya paiyan north thevudiya paiyana seruppal adikka vendum
None-of-the-above,Unmaiya solungha ungha views kakgha thana ipadipanrengha
Misandry,Ada kiruku punda arasu ivlo salugai kudukarathae mel jathi karan keel jathi karana odukitu irukan adhanala keel jathi karanum mela varanumnu govt kudukarathu dha andha salugaigal mutta punagai
Misandry,MANJAKOLI1  nee h .raja moothatha kudikiriyada sunni payale..velaku pudichamari pesura sunni.
Hope-Speech,Akka nenga romba hpy erukanum
Xenophobia,Corona 1st wuhan la vanthapoye indiala flights ban panirnthangana inaiku intha nilama vanthurkathu china la iruka indians a kapathurangalam ada nathari payalugala inneram avaingaluku help Panama irunthurntha avange matum than sethurpange ipdi india la inthana latcham peru sethurka matanga
None-of-the-above,Comment la naam tamilar katchiyai upayoga paduthathirkal
None-of-the-above,Murugesh Murugan   hi nalla erukingala
None-of-the-above,Ameer Dheen  pon namer sent me pon namer sent
None-of-the-above,Antha akka ku nalla manasu
None-of-the-above,Shamim Hossain  i dnt get u
None-of-the-above,Bgm super bro entha padam
Misandry,jesus oru baadu poda punda
None-of-the-above,Hari Haran  antha black satta nee dana😂😂😂
None-of-the-above,Intha topic paartha vudane kovam than vanduchu... Avungaloda feelings aa vachu prank panrengalaanu..  But orange saree avungala paartha vudane kovam koranjathu... Ivarhal than unmaya manitharhal.. Manitha neyathudan nadappavarhal...
None-of-the-above,Neenga poga vendam & no close Chennal you very teland. Uthara illana eanna nee thania video podulam .nanga  irukom Don vry you happy a & joliya iru😘😂😂😂ram unga sirippu rompa alaka irukku
None-of-the-above,Vammale; Yarukku yar pirantha; Namakkenna; Velaya paruda venki
Counter-speech,jeni jeni  ipo dowry kekkalama kekka koodadha?... edha senjaalum thappu nu sonna enga poradhu?
None-of-the-above,Ithu parauma paravatha atha Mattu sonna 5sec atha ivalau nera ilukura yennama time pass panra
None-of-the-above,Sharan Rasappan  unaku theriyala pa avlo than virupathoda sex vachukum podhu eppdi case file pannuvanga
Xenophobia,Chinava first alichitta ellam sari aagum
Counter-speech,dear friends ungalla sila per kamatha pathidan pesureenga adu nam palagum vidathil ulladu oru aan matrum innoru aan palagum podu unmaina natpunu ninachu avanoda ennangala solran ada thavara purinchukitu naama vilahi porom but avanudaya unarvuku mariyadai kudukanum puriuda
None-of-the-above,Solla matanga... Bathil irunthathana solraku
Misandry,Sottai senthil saattai durai.. ellam ularu vaai.. dmk nakkies
None-of-the-above,Babu G yes naan gay dhaan
Counter-speech,Ada cha....bro nanga varathatachani vangama kalyanam panna rdy....innum 90kids list la kalyanam pannama yethanayo pasanga irukkanga....onnu mattum ktukidren...intha amma appa intha ponnu yena mathiriyo illa vera yethachum yen udan pirappugal mathiriyo athiha padiparivu illamal daily sambalathuku velaikk pora 90kids ah kallayanam panna thayaranga nu mattum klunga...; Ivangalukku maapala it la vela pakkanum mntly 60k salary varanum car irukkanum veedu perusa irukkanum aana pasanga athellam irunthum ktka koodathu....; ; Ponnungalo pasangalo 1st unga demand kurainga..apuram klunga..ithila ktkira ponnunga yentha appan thambi annan kadana thalaila aduthu kittanganu klunga ....yevalum irukathu annan avan pillaya padikka vaika mudiyama irunthum thangachi nalla irukkanumnu pondatti thaliya aruthu anuppi vaikkiran...but kalyanam panni poittu annan irukkana illayanu kooda kandukidrathu kidayathu.....ithu yen life la nadantha vishayam....
Misandry,Super anna mohamad nabiii oru thevediyakuthii seeman oru thevediya avan kasukaga yavana veanumna appanu solluvan
Misandry,Echa raja avana avane thittikiran ; DVD paiyan
None-of-the-above,I'm bi...i support to 377
Misogyny,I hate black saree... rmba scene intha pose la ukanthu pesuna nenga mass ah actual a nenga pesurathu ivagala support panrathu inum kevalama iruku..  dont support that type pf girls.. sathiama ne pesunathu mass a ila kevalama iruku
Misandry,Uneducated people😏 unga velai paathutu mooditu poonga da mairu pasangala ; Ungala maari sex kaaga mattume suthura aalunga naanga kedaiyaadhu da lavadaas adha thaandi love nu onnu irruku indhunga love pathi peasa sonna sex pathi peasitu irrukunga😤😤; Ungala maari time pass ku love panra aalunga naanga kedaiyaadhu da mairungala en partner na evlo love panren nu ennaku dhan theriyum avara na life fulla endha kurai illama paathupen❤
None-of-the-above,Ithu thappu panni irukanga.kevalama panni irukanga .kelvi kuravana thappana kelvi kekuraen
None-of-the-above,Ur voice paaaah semma anna karthik maayakumar moment ku naan adict and neega kaiya thuki pesunave enaku what'sapp naduvar niyabagam than varuthu 😂😅
None-of-the-above,s.ravikumar s.ravikumar  u No's send panu bro
None-of-the-above,Ppl still live in 60's
None-of-the-above,Bro nengalum part 2 va.......🤣🤣🤣🤣
Misogyny,Bro Meera vala manusa jenmathulaye seka mudiyaathu😂😂
None-of-the-above,She is look like shrusti tanke...
None-of-the-above,Kidaiyave kidaiyadhu avangala padhukaaka dhan indha shield
None-of-the-above,ennada panrenga Illuminati nayengala unga nalada India ya pade  venageruche
None-of-the-above,Bro man made virus bro
None-of-the-above,Umadevi Arumugam  loosu d new
Transphobic,Oru sila thirunangaikalal anaithu thirunangaikalukum  ketta paru...avanga vaiyuthu polappuku epdi pandranga pavam...
Counter-speech,Mehrun Humsiya  adade..paiyanau vaaila viral vacha kooda kadika theriyadhunu solluvinga pola..school la college la and friends kitta lam enna kathukittanga. Suya pudhi illaiya boys ku.edhu nalladhu kettadhunu kooda analysis panna theiyadha..dowry vanguradhum kudukuradhum satta padi kutram nu padichitu dhane vandhu irupan. Yen avanga amma ku solli thara koodadha.
Counter-speech,Shanth sha  factu dhan! Ennalayum internet illama vaazha mudiyum! But idhuvum iyarkai dhan brother!
None-of-the-above,More to video good luck
None-of-the-above,Intha mariye padam yedunga daw nadu vellangirum
Counter-speech,Ethanayo thirunangai nalla irukanga.... Sila perala ellarukum asingam.... Paavam ivanga pana thapala ellarumkum ketta per..
None-of-the-above,Unga speech ketta po manasu Rempa kashdama Erukku
None-of-the-above,Athu ennada ne ye comedy pannitu ne ye sirichchikira
None-of-the-above,Sema  spr speech sir
Xenophobia,China udan aana dhodarbai thundikka vendum. Ithai seithal than anaiththu makkalum vaalza mudium. illaiyel manitha kulam alziya neridum😡😡
None-of-the-above,Mani Shankar Iyer  naanum malayali aanu... Natil evida
Misandry,Ada  h. Raja devadiya mahane.
None-of-the-above,Love u akkaa❤️ur great ❤️
None-of-the-above,Apdi kelunga thalaivaa.. intha law va matum follow pana vitruvangla ena makkal
None-of-the-above,Vanakkam Paari... Delhi il 6 mathangalai kadanthum vivasayigal kadumaiyaga poradi kondu irukirargal.. Matra seithi udagangal than avargalai purakanikirathu.. Nengal suthanthiramana udagam thanay nengalum yen antha seithiyai purakanikirergal
Misogyny,Nama ivanga kitta varathschanai kekakudathu vaangakudathu.. but ivanga namaku house Iruka car irukka money irukka nu paapanga... vadagai vitla iruntha ponnu kudukka mattanga Thevidiyalunga.....( Na nalla ponnungala sollala)
None-of-the-above,Hiii bro... naanun gay tha
Xenophobia,Ulaga naadukal onru enaiya ventum evanunkala alikanum
None-of-the-above,Ananda sir you are good
None-of-the-above,harihara shankar  bro ennoda number send pannirukenu sonnen
Xenophobia,Iruka kadupula elan country yun china mela attack pana nu fst india va irukanu😂😂
Xenophobia,Oraitha ellarum sernthu bomb potu midichu vitrungada
None-of-the-above,Nama pakre view la tha irukku... Ellame.. pudichavanga pudichuvangaloda serumpothu vedika pakre namaken noganum..
None-of-the-above,Raman Laksh  u age Machi
Xenophobia,yenaku hindikaran sunni umbi tamilana patha dhan kovam varudhu..yenda thani naadu kekama inum delhi gujarati marwadi sunniya umbitu irukanunga nu..🤮
None-of-the-above,Storm Breaker  unna maathiri alu tn la iruka modhu naa irukarudhula thapu illa
